ACCT_ID,SUBSCRIPTION_BILLABLE_TYPE,SUBSCRIPTION_TYPE,SKU_LENGTH,SUB_STATE,SUB_START_DATE,SUB_END_DATE
2.19523E+14,Paid,Wallet,1 month,Renewal,2020-03-17,2020-04-17
2.19523E+14,Paid,Wallet,1 month,Renewal,2020-04-17,2020-05-17
2.19523E+14,Paid,Wallet,1 month,Renewal,2020-05-17,2020-06-17
8.9065E+14,Paid,Wallet,12 months,Renewal,2020-04-12,2021-04-12
5.92533E+14,Free,Trial,14 days,Trial,2019-08-02,2019-08-16
5.92533E+14,Paid,Wallet,1 month,Acquisition,2020-03-31,2020-04-30
5.92533E+14,Paid,Wallet,1 month,Renewal,2020-04-30,2020-05-31
5.92533E+14,Paid,Wallet,1 month,Renewal,2020-05-31,2020-06-30
5.92533E+14,Paid,Wallet,1 month,Renewal,2020-06-30,2020-07-31
3.69361E+14,Paid,Wallet,3 months,Acquisition,2020-04-19,2020-07-19
3.69361E+14,Paid,Wallet,3 months,Renewal,2020-07-19,2020-10-19
3.69361E+14,Paid,Wallet,3 months,Renewal,2020-10-19,2021-01-19
7.95825E+14,Paid,Wallet,3 months,Reclaim,2019-07-30,2019-10-30
7.95825E+14,Paid,Wallet,1 month,Reclaim,2020-01-29,2020-02-29
7.95825E+14,Paid,Wallet,1 month,Renewal,2020-02-29,2020-03-29
7.95825E+14,Paid,Wallet,1 month,Reclaim,2020-07-06,2020-08-06
7.95825E+14,Paid,Wallet,1 month,Reclaim,2020-10-31,2020-11-30
6.39372E+14,Paid,Wallet,12 months,Acquisition,2020-03-21,2021-03-21
7.68929E+14,Paid,Wallet,3 months,Renewal,2019-07-12,2019-10-12
7.68929E+14,Paid,Wallet,3 months,Renewal,2019-10-12,2020-01-12
7.68929E+14,Paid,Wallet,3 months,Reclaim,2020-07-01,2020-10-01
7.68929E+14,Paid,Wallet,3 months,Renewal,2020-10-01,2021-01-01
5.50719E+14,Free,Trial,14 days,Trial,2020-01-16,2020-01-30
4.67323E+14,Paid,Wallet,12 months,Renewal,2020-02-03,2021-02-03
8.55458E+14,Paid,Wallet,1 month,Reclaim,2019-06-28,2019-07-28
3.30918E+14,Paid,Retail,3 months,Renewal,2020-10-11,2021-01-11
2.40929E+14,Paid,Wallet,1 month,Renewal,2019-06-02,2019-07-02
2.40929E+14,Paid,Wallet,1 month,Reclaim,2020-05-09,2020-06-09
2.40929E+14,Paid,Wallet,1 month,Renewal,2020-06-09,2020-07-09
2.40929E+14,Paid,Wallet,1 month,Renewal,2020-07-09,2020-08-09
2.40929E+14,Paid,Wallet,1 month,Renewal,2020-08-09,2020-09-09
2.40929E+14,Paid,Wallet,1 month,Renewal,2020-09-09,2020-10-09
2.40929E+14,Paid,Wallet,1 month,Renewal,2020-10-09,2020-11-09
2.40929E+14,Paid,Wallet,1 month,Renewal,2020-11-09,2020-12-09
2.40929E+14,Paid,Wallet,1 month,Renewal,2020-12-09,2021-01-09
6.36081E+14,Paid,Wallet,12 months,Acquisition,2020-12-26,2021-12-26
8.14098E+14,Paid,Wallet,1 month,Renewal,2019-06-08,2019-07-08
8.14098E+14,Paid,Wallet,1 month,Renewal,2019-07-08,2019-08-08
8.14098E+14,Paid,Wallet,12 months,Renewal,2019-08-18,2020-08-18
8.14098E+14,Paid,Wallet,12 months,Renewal,2020-08-18,2021-08-18
8.66234E+14,Paid,Wallet,1 month,Renewal,2020-11-15,2020-12-15
1.89599E+14,Paid,Wallet,1 month,Acquisition,2020-04-16,2020-05-16
1.37635E+14,Paid,Wallet,3 months,Reclaim,2019-07-20,2019-10-20
1.37635E+14,Paid,Wallet,1 month,Reclaim,2020-02-17,2020-03-17
1.37635E+14,Paid,Retail,3 months,Reclaim,2020-05-07,2020-08-07
2.69872E+14,Free,Trial,14 days,Trial,2020-04-10,2020-04-24
2.69872E+14,Paid,Wallet,1 month,Acquisition,2020-09-03,2020-10-03
2.69872E+14,Paid,Wallet,1 month,Reclaim,2020-11-15,2020-12-15
9.23464E+14,Paid,Wallet,3 months,Renewal,2019-06-20,2019-09-20
9.23464E+14,Paid,Wallet,3 months,Renewal,2019-09-20,2019-12-20
9.23464E+14,Paid,Wallet,3 months,Renewal,2019-12-20,2020-03-20
9.23464E+14,Paid,Wallet,3 months,Renewal,2020-03-20,2020-06-20
9.23464E+14,Paid,Wallet,3 months,Renewal,2020-06-20,2020-09-20
9.23464E+14,Paid,Wallet,3 months,Renewal,2020-09-20,2020-12-20
9.23464E+14,Paid,Wallet,3 months,Renewal,2020-12-20,2021-03-20
9.01714E+14,Free,Trial,14 days,Trial,2019-06-14,2019-06-28
7.62521E+14,Paid,Wallet,1 month,Reclaim,2019-06-15,2019-07-15
7.62521E+14,Paid,Wallet,1 month,Renewal,2019-07-15,2019-08-15
7.62521E+14,Paid,Wallet,1 month,Reclaim,2019-12-22,2020-01-22
7.62521E+14,Paid,Wallet,1 month,Reclaim,2020-02-06,2020-03-06
7.62521E+14,Paid,Wallet,1 month,Renewal,2020-03-06,2020-04-06
7.62521E+14,Paid,Wallet,1 month,Renewal,2020-04-06,2020-05-06
7.62521E+14,Paid,Wallet,1 month,Renewal,2020-05-06,2020-06-06
7.62521E+14,Paid,Wallet,1 month,Renewal,2020-06-06,2020-07-06
7.62521E+14,Paid,Wallet,1 month,Renewal,2020-07-06,2020-08-06
7.62521E+14,Paid,Wallet,1 month,Renewal,2020-08-06,2020-09-06
7.62521E+14,Paid,Wallet,1 month,Renewal,2020-09-06,2020-10-06
7.62521E+14,Paid,Wallet,1 month,Renewal,2020-10-06,2020-11-06
7.62521E+14,Paid,Wallet,1 month,Renewal,2020-11-06,2020-12-06
7.62521E+14,Paid,Wallet,1 month,Renewal,2020-12-06,2021-01-06
6.62128E+14,Paid,Wallet,1 month,Renewal,2019-06-22,2019-07-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2019-07-22,2019-08-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2019-08-22,2019-09-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2019-09-22,2019-10-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2019-10-22,2019-11-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2019-11-22,2019-12-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2019-12-22,2020-01-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2020-01-22,2020-02-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2020-02-22,2020-03-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2020-03-22,2020-04-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2020-04-22,2020-05-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2020-05-22,2020-06-22
6.62128E+14,Paid,Wallet,1 month,Renewal,2020-06-22,2020-07-22
6.62128E+14,Paid,Wallet,1 month,Reclaim,2020-08-16,2020-09-16
6.62128E+14,Paid,Wallet,1 month,Renewal,2020-09-16,2020-10-16
6.62128E+14,Paid,Wallet,1 month,Renewal,2020-10-16,2020-11-16
6.62128E+14,Paid,Wallet,1 month,Renewal,2020-11-16,2020-12-16
6.62128E+14,Paid,Wallet,1 month,Renewal,2020-12-16,2021-01-16
4.27356E+14,Free,Trial,14 days,Trial,2019-12-22,2020-01-05
4.27356E+14,Paid,Wallet,1 month,Acquisition,2020-01-05,2020-02-05
4.27356E+14,Paid,Wallet,1 month,Renewal,2020-02-05,2020-03-05
4.27356E+14,Paid,Wallet,1 month,Renewal,2020-03-05,2020-04-05
4.27356E+14,Paid,Wallet,1 month,Renewal,2020-04-05,2020-05-05
4.27356E+14,Paid,Wallet,1 month,Renewal,2020-05-05,2020-06-05
4.27356E+14,Paid,Wallet,1 month,Renewal,2020-06-05,2020-07-05
4.27356E+14,Paid,Wallet,1 month,Renewal,2020-07-05,2020-08-05
7.65453E+14,Paid,Wallet,12 months,Renewal,2020-04-30,2021-07-31
2.02513E+14,Paid,Retail,1 month,Renewal,2019-06-22,2019-07-22
2.02513E+14,Paid,Retail,12 months,Renewal,2019-07-27,2020-07-27
2.02513E+14,Paid,Retail,12 months,Renewal,2020-07-27,2021-07-27
4.61565E+14,Paid,Retail,12 months,Reclaim,2019-09-07,2020-09-07
4.61565E+14,Paid,Wallet,12 months,Renewal,2020-09-07,2021-09-07
6.27815E+14,Paid,Wallet,1 month,Renewal,2019-06-15,2019-07-15
6.27815E+14,Paid,Wallet,1 month,Renewal,2019-07-15,2019-08-15
6.27815E+14,Paid,Wallet,1 month,Renewal,2019-08-15,2019-09-15
6.27815E+14,Paid,Wallet,1 month,Renewal,2019-09-15,2019-10-15
6.27815E+14,Paid,Wallet,1 month,Reclaim,2020-02-27,2020-03-27
6.27815E+14,Paid,Wallet,1 month,Renewal,2020-03-27,2020-04-27
6.27815E+14,Paid,Wallet,1 month,Renewal,2020-04-27,2020-05-27
6.27815E+14,Paid,Wallet,1 month,Renewal,2020-05-27,2020-06-27
6.27815E+14,Paid,Wallet,1 month,Renewal,2020-06-27,2020-07-27
6.27815E+14,Paid,Wallet,1 month,Renewal,2020-07-27,2020-08-27
6.27815E+14,Paid,Wallet,1 month,Renewal,2020-08-27,2020-09-27
6.27815E+14,Paid,Wallet,1 month,Renewal,2020-09-27,2020-10-27
6.27815E+14,Paid,Wallet,1 month,Renewal,2020-10-27,2020-11-27
6.27815E+14,Paid,Wallet,1 month,Renewal,2020-11-27,2020-12-27
6.27815E+14,Paid,Wallet,1 month,Renewal,2020-12-27,2021-01-27
4.29839E+14,Paid,Wallet,12 months,Renewal,2020-04-08,2021-04-08
4.74693E+14,Free,Trial,14 days,Trial,2020-04-14,2020-04-28
7.98471E+14,Free,Trial,14 days,Trial,2019-08-09,2019-08-23
2.67484E+14,Free,Trial,14 days,Trial,2020-06-09,2020-06-23
2.67484E+14,Paid,Wallet,1 month,Acquisition,2020-07-01,2020-08-01
4.19074E+14,Free,Trial,14 days,Trial,2019-12-16,2019-12-30
3.09898E+14,Paid,Retail,12 months,Reclaim,2019-06-19,2020-06-19
3.09898E+14,Paid,Retail,12 months,Renewal,2020-06-19,2021-06-19
5.81665E+14,Paid,Retail,3 months,Reclaim,2020-03-28,2020-06-28
5.81665E+14,Paid,Retail,3 months,Renewal,2020-06-30,2020-09-30
5.81665E+14,Paid,Wallet,1 month,Renewal,2020-09-30,2020-10-30
5.81665E+14,Paid,Wallet,1 month,Reclaim,2020-11-01,2020-12-01
5.81665E+14,Paid,Retail,3 months,Renewal,2020-12-03,2021-03-03
7.83325E+14,Paid,Wallet,1 month,Acquisition,2020-08-07,2020-09-07
8.15996E+14,Free,Trial,14 days,Trial,2020-04-19,2020-05-03
9.04042E+14,Paid,Wallet,1 month,Renewal,2019-11-17,2019-12-17
9.04042E+14,Paid,Wallet,1 month,Renewal,2019-12-19,2020-01-19
9.04042E+14,Paid,Wallet,1 month,Renewal,2020-01-19,2020-02-19
9.04042E+14,Paid,Wallet,1 month,Renewal,2020-02-19,2020-03-19
9.04042E+14,Paid,Wallet,1 month,Renewal,2020-03-19,2020-04-19
9.04042E+14,Paid,Wallet,1 month,Renewal,2020-04-21,2020-05-21
9.04042E+14,Paid,Wallet,1 month,Renewal,2020-05-21,2020-06-21
9.04042E+14,Paid,Wallet,1 month,Renewal,2020-06-22,2020-07-22
9.04042E+14,Paid,Wallet,1 month,Reclaim,2020-08-04,2020-09-04
9.04042E+14,Paid,Retail,12 months,Renewal,2020-09-06,2021-09-06
2.88259E+14,Free,Trial,14 days,Trial,2019-06-08,2019-06-22
7.012E+14,Free,Trial,14 days,Trial,2020-08-14,2020-08-28
4.65543E+14,Paid,Wallet,12 months,Renewal,2020-04-11,2021-04-11
6.64327E+14,Paid,Retail,3 months,Renewal,2019-06-05,2019-09-05
6.64327E+14,Paid,Retail,3 months,Renewal,2019-09-05,2019-12-05
6.64327E+14,Paid,Wallet,3 months,Renewal,2019-12-05,2020-03-05
6.64327E+14,Paid,Wallet,12 months,Renewal,2020-03-10,2021-03-10
7.53881E+14,Paid,Wallet,1 month,Reclaim,2019-09-13,2019-10-13
7.53881E+14,Paid,Wallet,1 month,Renewal,2019-10-13,2019-11-13
7.53881E+14,Paid,Wallet,1 month,Renewal,2019-11-13,2019-12-13
7.53881E+14,Paid,Wallet,1 month,Renewal,2019-12-13,2020-01-13
7.53881E+14,Paid,Wallet,1 month,Renewal,2020-01-13,2020-02-13
7.53881E+14,Paid,Wallet,1 month,Renewal,2020-02-13,2020-03-13
7.53881E+14,Paid,Wallet,1 month,Renewal,2020-03-13,2020-04-13
7.53881E+14,Paid,Wallet,1 month,Renewal,2020-04-13,2020-05-13
2.57308E+14,Free,Trial,14 days,Trial,2020-04-23,2020-05-07
4.51908E+14,Paid,Wallet,1 month,Acquisition,2019-12-28,2020-01-28
4.51908E+14,Paid,Retail,12 months,Reclaim,2020-03-09,2021-03-09
3.16477E+14,Paid,Wallet,1 month,Renewal,2019-06-10,2019-07-10
3.16477E+14,Paid,Wallet,1 month,Reclaim,2019-09-22,2019-10-22
3.16477E+14,Paid,Wallet,1 month,Renewal,2019-10-22,2019-11-22
3.16477E+14,Paid,Retail,1 month,Reclaim,2020-01-24,2020-02-24
3.16477E+14,Paid,Wallet,1 month,Renewal,2020-02-24,2020-03-24
3.16477E+14,Paid,Retail,1 month,Renewal,2020-03-25,2020-04-25
3.16477E+14,Paid,Wallet,1 month,Renewal,2020-04-25,2020-05-25
3.16477E+14,Paid,Wallet,1 month,Renewal,2020-05-25,2020-06-25
3.16477E+14,Paid,Wallet,1 month,Renewal,2020-06-25,2020-07-25
3.16477E+14,Paid,Wallet,1 month,Reclaim,2020-11-19,2020-12-19
3.16477E+14,Paid,Wallet,12 months,Renewal,2020-12-19,2021-12-19
8.21819E+14,Paid,Wallet,3 months,Acquisition,2020-08-14,2020-11-14
3.92255E+14,Paid,Retail,3 months,Acquisition,2019-11-14,2020-02-14
6.08026E+14,Paid,Wallet,12 months,Renewal,2019-06-28,2020-06-28
7.14835E+14,Paid,Wallet,12 months,Reclaim,2019-09-02,2020-09-02
7.14835E+14,Paid,Wallet,12 months,Renewal,2020-09-12,2021-09-12
3.97267E+14,Paid,Wallet,12 months,Renewal,2020-01-09,2021-01-09
2.62313E+14,Paid,Wallet,1 month,Acquisition,2020-08-17,2020-09-17
8.28275E+14,Paid,Wallet,1 month,Acquisition,2019-06-17,2019-07-17
8.28275E+14,Paid,Wallet,1 month,Reclaim,2019-11-29,2019-12-29
8.28275E+14,Paid,Wallet,1 month,Reclaim,2020-05-17,2020-06-17
8.28275E+14,Paid,Wallet,1 month,Renewal,2020-06-17,2020-07-17
6.21975E+14,Paid,Wallet,1 month,Acquisition,2020-07-12,2020-08-12
6.21975E+14,Paid,Wallet,1 month,Renewal,2020-08-12,2020-09-12
4.73608E+14,Paid,Wallet,12 months,Renewal,2019-06-17,2020-06-17
4.73608E+14,Paid,Wallet,12 months,Renewal,2020-06-17,2021-06-17
8.47771E+14,Paid,Retail,1 month,Acquisition,2020-01-01,2020-02-01
8.47771E+14,Paid,Retail,12 months,Renewal,2020-02-14,2021-02-14
7.19275E+14,Paid,Retail,3 months,Acquisition,2020-07-20,2020-10-20
7.19275E+14,Paid,Retail,12 months,Reclaim,2020-11-25,2021-11-25
5.09585E+14,Paid,Wallet,12 months,Renewal,2020-01-25,2021-01-25
1.56173E+14,Free,Trial,14 days,Trial,2019-10-04,2019-10-18
6.64778E+14,Paid,Wallet,1 month,Acquisition,2020-01-01,2020-02-01
6.64778E+14,Paid,Wallet,1 month,Renewal,2020-02-11,2020-03-11
6.64778E+14,Paid,Wallet,1 month,Renewal,2020-03-11,2020-04-11
6.64778E+14,Paid,Wallet,1 month,Renewal,2020-04-24,2020-05-24
6.64778E+14,Paid,Wallet,1 month,Reclaim,2020-06-05,2020-07-05
